0; 1588809554; 9120281; 111; 0
1; 1588809554; 9119097; 111; 0
2; 1588809554; 9120266; 111; 0
3; 1588809555; 9119630; 111; 0
4; 1588809555; 9118556; 111; 0
5; 1588809555; 9119597; 111; 0
6; 1588809555; 9120073; 111; 0
7; 1588809556; 9119779; 111; 0
8; 1588809556; 9119710; 111; 0
9; 1588809556; 9119161; 111; 0
10; 1588809556; 9120182; 111; 0
11; 1588809557; 9119159; 111; 0
12; 1588809557; 9118178; 111; 0
13; 1588809557; 9117285; 111; 0
14; 1588809557; 9116707; 111; 0
15; 1588809558; 9117716; 111; 0
16; 1588809558; 9118160; 111; 0
17; 1588809558; 9119227; 111; 0
18; 1588809558; 9119294; 111; 0
19; 1588809559; 9118563; 111; 0
20; 1588809559; 9117932; 111; 0
21; 1588809559; 9118943; 111; 0
22; 1588809559; 9118335; 111; 0
23; 1588809560; 9118278; 111; 0
24; 1588809560; 9117154; 111; 0
25; 1588809560; 9116928; 111; 0
26; 1588809560; 9117277; 111; 0
27; 1588809561; 9117309; 111; 0
28; 1588809561; 9117784; 111; 0
29; 1588809561; 9117878; 111; 0
30; 1588809561; 9117757; 111; 0
31; 1588809562; 9118062; 111; 0
32; 1588809562; 9118172; 111; 0
33; 1588809562; 9118019; 111; 0
34; 1588809562; 9118452; 111; 0
35; 1588809563; 9118252; 111; 0
36; 1588809563; 9117503; 111; 0
37; 1588809563; 9117211; 111; 0
38; 1588809563; 9117918; 111; 0
39; 1588809564; 9118301; 111; 0
40; 1588809564; 9118661; 111; 0
41; 1588809564; 9118752; 111; 0
42; 1588809564; 9118876; 111; 0
43; 1588809565; 9119019; 111; 0
44; 1588809565; 9119417; 111; 0
45; 1588809565; 9120163; 111; 0
46; 1588809565; 9120115; 111; 0
47; 1588809566; 9119756; 111; 0
48; 1588809566; 9120369; 111; 0
49; 1588809566; 9121152; 111; 0
50; 1588809566; 9120826; 111; 0
51; 1588809567; 9121572; 111; 0
52; 1588809567; 9122166; 111; 0
53; 1588809567; 9122432; 111; 0
54; 1588809567; 9121484; 111; 0
55; 1588809568; 9121718; 111; 0
56; 1588809568; 9122523; 111; 0
57; 1588809568; 9122688; 111; 0
58; 1588809568; 9121753; 111; 0
59; 1588809569; 9121396; 111; 0
60; 1588809569; 9120454; 111; 0
61; 1588809569; 9120163; 111; 0
62; 1588809569; 9121311; 111; 0
63; 1588809570; 9121244; 111; 0
64; 1588809570; 9121564; 111; 0
65; 1588809570; 9121508; 111; 0
66; 1588809570; 9122441; 111; 0
67; 1588809571; 9123213; 111; 0
68; 1588809571; 9123629; 111; 0
69; 1588809571; 9123632; 111; 0
70; 1588809571; 9123586; 111; 0
71; 1588809572; 9123161; 111; 0
72; 1588809572; 9124019; 111; 0
73; 1588809572; 9124861; 111; 0
74; 1588809572; 9125344; 111; 0
75; 1588809573; 9125399; 111; 0
76; 1588809573; 9125786; 111; 0
77; 1588809573; 9126985; 111; 0
78; 1588809573; 9127446; 111; 0
79; 1588809574; 9126809; 111; 0
80; 1588809574; 9127590; 111; 0
81; 1588809574; 9126524; 111; 0
82; 1588809574; 9127397; 111; 0
83; 1588809575; 9127135; 111; 0
84; 1588809575; 9127100; 111; 0
85; 1588809575; 9128225; 111; 0
86; 1588809575; 9129397; 111; 0
87; 1588809576; 9128966; 111; 0
88; 1588809576; 9128619; 111; 0
89; 1588809576; 9129621; 111; 0
90; 1588809576; 9130033; 111; 0
91; 1588809577; 9129945; 111; 0
92; 1588809577; 9129019; 111; 0
93; 1588809577; 9128942; 111; 0
94; 1588809577; 9129551; 111; 0
95; 1588809578; 9130145; 111; 0
96; 1588809578; 9131212; 111; 0
97; 1588809578; 9131117; 111; 0
98; 1588809578; 9131282; 111; 0
99; 1588809579; 9131564; 111; 0
100; 1588809579; 9132237; 111; 0
101; 1588809579; 9133120; 111; 0
102; 1588809579; 9133742; 111; 0
103; 1588809580; 9134072; 111; 0
104; 1588809580; 9134596; 111; 0
105; 1588809580; 9134064; 111; 0
106; 1588809580; 9133249; 111; 0
107; 1588809581; 9132524; 111; 0
108; 1588809581; 9131990; 111; 0
109; 1588809581; 9132836; 111; 0
110; 1588809581; 9132238; 111; 0
111; 1588809582; 9133249; 111; 0
112; 1588809582; 9133793; 111; 0
113; 1588809582; 9132868; 111; 0
114; 1588809582; 9132417; 111; 0
115; 1588809583; 9131725; 111; 0
116; 1588809583; 9132689; 111; 0
117; 1588809583; 9131773; 111; 0
118; 1588809583; 9131414; 111; 0
119; 1588809584; 9130831; 111; 0
120; 1588809584; 9131681; 111; 0
121; 1588809584; 9130533; 111; 0
122; 1588809584; 9130626; 111; 0
123; 1588809585; 9131750; 111; 0
124; 1588809585; 9131289; 111; 0
125; 1588809585; 9130354; 111; 0
126; 1588809585; 9130872; 111; 0
127; 1588809586; 9129841; 111; 0
128; 1588809586; 9130011; 111; 0
129; 1588809586; 9129057; 111; 0
130; 1588809586; 9129073; 111; 0
131; 1588809587; 9128715; 111; 0
132; 1588809587; 9129409; 111; 0
133; 1588809587; 9128410; 111; 0
134; 1588809587; 9129583; 111; 0
135; 1588809588; 9129164; 111; 0
136; 1588809588; 9128833; 111; 0
137; 1588809588; 9129955; 111; 0
138; 1588809588; 9129575; 111; 0
139; 1588809589; 9129910; 111; 0
140; 1588809589; 9130241; 111; 0
141; 1588809589; 9130464; 111; 0
142; 1588809589; 9130609; 111; 0
143; 1588809590; 9130283; 111; 0
144; 1588809590; 9130781; 111; 0
145; 1588809590; 9131239; 111; 0
146; 1588809590; 9130986; 111; 0
147; 1588809591; 9130811; 111; 0
148; 1588809591; 9131118; 111; 0
149; 1588809591; 9131706; 111; 0
150; 1588809591; 9131712; 111; 0
151; 1588809592; 9131668; 111; 0
152; 1588809592; 9131873; 111; 0
153; 1588809592; 9130771; 111; 0
154; 1588809592; 9130215; 111; 0
155; 1588809593; 9130723; 111; 0
156; 1588809593; 9129886; 111; 0
157; 1588809593; 9130612; 111; 0
158; 1588809593; 9131290; 111; 0
159; 1588809594; 9131824; 111; 0
160; 1588809594; 9132796; 111; 0
161; 1588809594; 9132289; 111; 0
162; 1588809594; 9133229; 111; 0
163; 1588809595; 9133258; 111; 0
164; 1588809595; 9132952; 111; 0
165; 1588809595; 9133864; 111; 0
166; 1588809595; 9134675; 111; 0
167; 1588809596; 9134802; 111; 0
168; 1588809596; 9135199; 111; 0
169; 1588809596; 9134429; 111; 0
170; 1588809596; 9133690; 111; 0
171; 1588809597; 9133217; 111; 0
172; 1588809597; 9133434; 111; 0
173; 1588809597; 9133604; 111; 0
174; 1588809597; 9133570; 111; 0
175; 1588809598; 9133084; 111; 0
176; 1588809598; 9132076; 111; 0
177; 1588809598; 9132989; 111; 0
178; 1588809598; 9133093; 111; 0
179; 1588809599; 9133592; 111; 0
180; 1588809599; 9133456; 111; 0
181; 1588809599; 9132365; 111; 0
182; 1588809599; 9131619; 111; 0
183; 1588809600; 9132452; 111; 0
184; 1588809600; 9133425; 111; 0
185; 1588809600; 9133323; 111; 0
186; 1588809600; 9133464; 111; 0
187; 1588809601; 9132399; 111; 0
188; 1588809601; 9131822; 111; 0
189; 1588809601; 9131004; 111; 0
190; 1588809601; 9131237; 111; 0
191; 1588809602; 9132397; 111; 0
192; 1588809602; 9132272; 111; 0
193; 1588809602; 9131809; 111; 0
194; 1588809602; 9131361; 111; 0
195; 1588809603; 9131694; 111; 0
196; 1588809603; 9130506; 111; 0
197; 1588809603; 9129668; 111; 0
198; 1588809603; 9128927; 111; 0
199; 1588809604; 9129337; 111; 0
200; 1588809604; 9128494; 111; 0
201; 1588809604; 9127778; 111; 0
